"Equipment ID","Equipment Description","Equipment Status","VIN/Serial #","In Service Date","Branch ID","Company","Equipment"
"82828143","FORKLIFT WAREHOUSE ELECTRIC","Active","82828143","08/09/2023","SUNMINN","Heritage Pool Supply Group","82828143 - FORKLIFT WAREHOUSE ELECTRIC"
"FN687863","FORKLIFT WAREHOUSE ELECTRIC","Active","FN687863","07/07/2023","TPSCOST","Heritage Pool Supply Group","FN687863 - FORKLIFT WAREHOUSE ELECTRIC"
"FN687862","FORKLIFT WAREHOUSE ELECTRIC","Active","FN687862","07/07/2023","TPSCOST","Heritage Pool Supply Group","FN687862 - FORKLIFT WAREHOUSE ELECTRIC"
"FN656999","FORKLIFT WAREHOUSE ELECTRIC","Active","FN656999","10/25/2022","TPSFRIS","Heritage Pool Supply Group","FN656999 - FORKLIFT WAREHOUSE ELECTRIC"
"FN656988","FORKLIFT WAREHOUSE ELECTRIC","Active","FN656988","10/25/2022","TPSFRIS","Heritage Pool Supply Group","FN656988 - FORKLIFT WAREHOUSE ELECTRIC"
"1N01891V","FORKLIFT WAREHOUSE ELECTRIC","Disposed","E861N01891V","12/10/2021","TPSPLAN","Heritage Pool Supply Group","1N01891V - FORKLIFT WAREHOUSE ELECTRIC"
"5N03168P","FORKLIFT WAREHOUSE ELECTRIC","Disposed","B295N03168P","12/10/2021","TPSPLAN","Heritage Pool Supply Group","5N03168P - FORKLIFT WAREHOUSE ELECTRIC"
"1N01887V","FORKLIFT WAREHOUSE ELECTRIC","Disposed","E861N01887V","12/10/2022","TPSPLAN","Heritage Pool Supply Group","1N01887V - FORKLIFT WAREHOUSE ELECTRIC"
"S1P00778","FORKLIFT WAREHOUSE ELECTRIC","Active","7947-S1P-00778","06/07/2024","TPSROCK","Heritage Pool Supply Group","S1P00778 - FORKLIFT WAREHOUSE ELECTRIC"
"FN687627","FORKLIFT WAREHOUSE ELECTRIC","Active","FN687627","02/13/2024","TPSSEHO","Heritage Pool Supply Group","FN687627 - FORKLIFT WAREHOUSE ELECTRIC"
"3N03582M","FORKLIFT WAREHOUSE ELECTRIC","Active","B883N03582M","01/27/2023","TRUWI","SRS Distribution","3N03582M - FORKLIFT WAREHOUSE ELECTRIC"
"9N02432M","FORKLIFT WAREHOUSE ELECTRIC","Active","B219N02432M","01/27/2023","TRUWI","SRS Distribution","9N02432M - FORKLIFT WAREHOUSE ELECTRIC"
"00068047","FORKLIFT WAREHOUSE ELECTRIC","Active","68047","09/08/2023","URBRICH","Heritage Landscape Supply Group","00068047 - FORKLIFT WAREHOUSE ELECTRIC"
"00004060","FORKLIFT WAREHOUSE ELECTRIC","Active","45.4-4060","08/27/2021","WPBUF","SRS Distribution","00004060 - FORKLIFT WAREHOUSE ELECTRIC"
"00010252","FORKLIFT WAREHOUSE ELECTRIC","Disposed","8BWS13-10252","08/27/2021","WPBUF","SRS Distribution","00010252 - FORKLIFT WAREHOUSE ELECTRIC"
"AF13G20701","FORKLIFT WAREHOUSE","On Order","AF13G20701","","","Heritage Pool Supply Group","AF13G20701 - FORKLIFT WAREHOUSE"
"18800795","FORKLIFT WAREHOUSE","Returned to Lease Holder","2WG188-00795","06/04/2021","","Heritage Landscape Supply Group","18800795 - FORKLIFT WAREHOUSE"
"5452W","FORKLIFT WAREHOUSE","Disposed","","","","SRS Distribution","5452W - FORKLIFT WAREHOUSE"
"AF13G20702","FORKLIFT WAREHOUSE","On Order","AF13G20702","","","Heritage Pool Supply Group","AF13G20702 - FORKLIFT WAREHOUSE"
"AF13G20698","FORKLIFT WAREHOUSE","On Order","AF13G20698","","","Heritage Pool Supply Group","AF13G20698 - FORKLIFT WAREHOUSE"
"5V15501W","FORKLIFT WAREHOUSE","Active","D875V15501W","04/21/2022","55BCH","SRS Distribution","5V15501W - FORKLIFT WAREHOUSE"
"5V15499W","FORKLIFT WAREHOUSE","Active","D875V15499W","04/21/2022","55BCH","SRS Distribution","5V15499W - FORKLIFT WAREHOUSE"
"5V14387V","FORKLIFT WAREHOUSE","Active","D875V14387V","01/18/2022","55BCH","SRS Distribution","5V14387V - FORKLIFT WAREHOUSE"
"35A02728","FORKLIFT WAREHOUSE","Disposed","AT35A02728","07/09/2021","55BCH","SRS Distribution","35A02728 - FORKLIFT WAREHOUSE"
"5V15500W","FORKLIFT WAREHOUSE","Active","D875V15500W","04/21/2022","55BCH","SRS Distribution","5V15500W - FORKLIFT WAREHOUSE"
"17B10025","FORKLIFT WAREHOUSE","Disposed","AF17B10025","07/09/2021","55BCH","SRS Distribution","17B10025 - FORKLIFT WAREHOUSE"
"7B24520F","FORKLIFT WAREHOUSE","Disposed","L177B24520F","07/09/2021","55BCH","SRS Distribution","7B24520F - FORKLIFT WAREHOUSE"
"17D33476","FORKLIFT WAREHOUSE","Active","AF17D33476","07/09/2021","55BCH","SRS Distribution","17D33476 - FORKLIFT WAREHOUSE"
"0GB00533","FORKLIFT WAREHOUSE","Disposed","GB00533","02/05/2019","AACAS","SRS Distribution","0GB00533 - FORKLIFT WAREHOUSE"
"0012592D","FORKLIFT WAREHOUSE","Disposed","12592D","02/05/2019","AACAS","SRS Distribution","0012592D - FORKLIFT WAREHOUSE"
"5V15379W","FORKLIFT WAREHOUSE","Active","D875V15379W","06/27/2022","AACAS","SRS Distribution","5V15379W - FORKLIFT WAREHOUSE"
"D875V18005X","FORKLIFT WAREHOUSE","Active","D875V18005X","03/29/2024","AACAS","SRS Distribution","D875V18005X - FORKLIFT WAREHOUSE"
"5V13223U","FORKLIFT WAREHOUSE","Active","D875V13223U","11/30/2020","AACAS","SRS Distribution","5V13223U - FORKLIFT WAREHOUSE"
"5V13903V","FORKLIFT WAREHOUSE","Active","D875V13903V","03/15/2021","AACAS","SRS Distribution","5V13903V - FORKLIFT WAREHOUSE"
"0D201740","FORKLIFT WAREHOUSE","Disposed","D201740","02/05/2019","AACAS","SRS Distribution","0D201740 - FORKLIFT WAREHOUSE"
"00002300","FORKLIFT WAREHOUSE","Active","2300","02/05/2019","AACAS","SRS Distribution","00002300 - FORKLIFT WAREHOUSE"
"D875V17925X","FORKLIFT WAREHOUSE","Active","D875V17925X","06/18/2024","AACAS","SRS Distribution","D875V17925X - FORKLIFT WAREHOUSE"
"D875V18004X","FORKLIFT WAREHOUSE","Active","D875V18004X","03/29/2024","AACAS","SRS Distribution","D875V18004X - FORKLIFT WAREHOUSE"
"D875V18002X","FORKLIFT WAREHOUSE","Active","D875V18002X","03/29/2024","AACAS","SRS Distribution","D875V18002X - FORKLIFT WAREHOUSE"
"5V04885N","FORKLIFT WAREHOUSE","Active","S0005V04885N","02/05/2019","AACAS","SRS Distribution","5V04885N - FORKLIFT WAREHOUSE"
"5V13902V","FORKLIFT WAREHOUSE","Active","D875V13902V","03/15/2021","AACAS","SRS Distribution","5V13902V - FORKLIFT WAREHOUSE"
"0011622K","FORKLIFT WAREHOUSE","Disposed","11622K","02/05/2019","AACAS","SRS Distribution","0011622K - FORKLIFT WAREHOUSE"
"5V15381W","FORKLIFT WAREHOUSE","Active","D875V15381W","06/27/2022","AACAS","SRS Distribution","5V15381W - FORKLIFT WAREHOUSE"
"7V16085M","FORKLIFT WAREHOUSE","Reserved","L177V16085M","08/08/2014","AACAS","SRS Distribution","7V16085M - FORKLIFT WAREHOUSE"
"00028373","FORKLIFT WAREHOUSE","Active","28373","04/01/2022","ABAMA","SRS Distribution","00028373 - FORKLIFT WAREHOUSE"
"00056075","FORKLIFT WAREHOUSE","Active","56075","04/01/2022","ABAMA","SRS Distribution","00056075 - FORKLIFT WAREHOUSE"
"7B27996T","FORKLIFT WAREHOUSE","Disposed","D177B27996T","04/01/2022","ABAMA","SRS Distribution","7B27996T - FORKLIFT WAREHOUSE"
"D875V17964X","FORKLIFT WAREHOUSE","Active","D875V17964X","05/15/2024","ABAMA","SRS Distribution","D875V17964X - FORKLIFT WAREHOUSE"
"00036984","FORKLIFT WAREHOUSE","Active","36984","04/01/2022","ABAMA","SRS Distribution","00036984 - FORKLIFT WAREHOUSE"
"5D04359X","FORKLIFT WAREHOUSE","Disposed","K005D04359X","04/01/2022","ABAMA","SRS Distribution","5D04359X - FORKLIFT WAREHOUSE"
"7V15570M","FORKLIFT WAREHOUSE","Auction","L177V15570M","04/01/2022","ABMAT","SRS Distribution","7V15570M - FORKLIFT WAREHOUSE"
"5V07089S","FORKLIFT WAREHOUSE","Active","U005V07089S","04/01/2022","ABMAT","SRS Distribution","5V07089S - FORKLIFT WAREHOUSE"
"7B18475X","FORKLIFT WAREHOUSE","Disposed","H177B18475X","04/01/2022","ABMAT","SRS Distribution","7B18475X - FORKLIFT WAREHOUSE"
"00016626","FORKLIFT WAREHOUSE","Active","16626","06/18/2024","ABMAT","SRS Distribution","00016626 - FORKLIFT WAREHOUSE"
"7V10533S","FORKLIFT WAREHOUSE","Active","P177V10533S","04/01/2022","ABMAT","SRS Distribution","7V10533S - FORKLIFT WAREHOUSE"
"00033576","FORKLIFT WAREHOUSE","Active","33576","04/01/2022","ABMAT","SRS Distribution","00033576 - FORKLIFT WAREHOUSE"
"00012150","FORKLIFT WAREHOUSE","Active","12150","04/01/2022","ABMAT","SRS Distribution","00012150 - FORKLIFT WAREHOUSE"
"5V08260R","FORKLIFT WAREHOUSE","Active","D875V08260R","09/27/2017","ADBAT","SRS Distribution","5V08260R - FORKLIFT WAREHOUSE"
"5V07899R","FORKLIFT WAREHOUSE","Active","D875V07899R","05/11/2017","ADBAT","SRS Distribution","5V07899R - FORKLIFT WAREHOUSE"
"00038040","FORKLIFT WAREHOUSE","Active","38040","06/10/2015","ADBAT","SRS Distribution","00038040 - FORKLIFT WAREHOUSE"
"5V09882S","FORKLIFT WAREHOUSE","Active","D875V09882S","03/09/2018","ADBAT","SRS Distribution","5V09882S - FORKLIFT WAREHOUSE"
"V133945V","FORKLIFT WAREHOUSE","Active","D875V133945V","03/08/2021","ADGUL","SRS Distribution","V133945V - FORKLIFT WAREHOUSE"
"V133944V","FORKLIFT WAREHOUSE","Active","D875V133944V","03/08/2021","ADGUL","SRS Distribution","V133944V - FORKLIFT WAREHOUSE"
"0A455047","FORKLIFT WAREHOUSE","Active","A455047","10/01/2021","ADHAR","SRS Distribution","0A455047 - FORKLIFT WAREHOUSE"
"5V14376V","FORKLIFT WAREHOUSE","Active","D875V14376V","11/01/2021","ADHAR","SRS Distribution","5V14376V - FORKLIFT WAREHOUSE"
"5V12916U","FORKLIFT WAREHOUSE","Active","D875V12916U","10/30/2020","ADHAR","SRS Distribution","5V12916U - FORKLIFT WAREHOUSE"
"3V05188T","FORKLIFT WAREHOUSE","Active","K813V05188T","12/31/2019","ADHAR","SRS Distribution","3V05188T - FORKLIFT WAREHOUSE"
"4EM02512","FORKLIFT WAREHOUSE","Disposed","4EM02512","06/10/2015","ADHAR","SRS Distribution","4EM02512 - FORKLIFT WAREHOUSE"
"29005752","FORKLIFT WAREHOUSE","Active","FGA14129005752","10/01/2021","ADHAR","SRS Distribution","29005752 - FORKLIFT WAREHOUSE"
"5V09883S","FORKLIFT WAREHOUSE","Active","D875V09883S","04/17/2018","ADHAR","SRS Distribution","5V09883S - FORKLIFT WAREHOUSE"
"0A231275","FORKLIFT WAREHOUSE","Active","A231275","06/10/2015","ADHAR","SRS Distribution","0A231275 - FORKLIFT WAREHOUSE"
"F29L0277","FORKLIFT WAREHOUSE","Active","UG1F2-9L0277","12/10/2021","ADHAR","SRS Distribution","F29L0277 - FORKLIFT WAREHOUSE"
"5V14357V","FORKLIFT WAREHOUSE","Active","D875V14357V","09/13/2021","ADHAR","SRS Distribution","5V14357V - FORKLIFT WAREHOUSE"
"7V14835L","FORKLIFT WAREHOUSE","Active","L177V14835L","03/07/2014","ADHAR","SRS Distribution","7V14835L - FORKLIFT WAREHOUSE"
"00075022","FORKLIFT WAREHOUSE","Active","75022","09/15/2019","ADHAT","SRS Distribution","00075022 - FORKLIFT WAREHOUSE"
"00075020","FORKLIFT WAREHOUSE","Active","75020","09/16/2019","ADHAT","SRS Distribution","00075020 - FORKLIFT WAREHOUSE"
"7V10044K","FORKLIFT WAREHOUSE","Disposed","L177V10044K","05/24/2012","ADHUN","SRS Distribution","7V10044K - FORKLIFT WAREHOUSE"
"5V08239R","FORKLIFT WAREHOUSE","Active","D875V08239R","07/12/2017","ADHUN","SRS Distribution","5V08239R - FORKLIFT WAREHOUSE"
"5V09964S","FORKLIFT WAREHOUSE","Active","D875V09964S","08/29/2018","ADHUN","SRS Distribution","5V09964S - FORKLIFT WAREHOUSE"
"5V12941U","FORKLIFT WAREHOUSE","Active","D875V12941U","11/01/2020","ADHUN","SRS Distribution","5V12941U - FORKLIFT WAREHOUSE"
"7V10043K","FORKLIFT WAREHOUSE","Disposed","L177V10043K","05/24/2012","ADHUN","SRS Distribution","7V10043K - FORKLIFT WAREHOUSE"
"5V08229R","FORKLIFT WAREHOUSE","Active","D875V08229R","07/12/2017","ADHUN","SRS Distribution","5V08229R - FORKLIFT WAREHOUSE"
"00078944","FORKLIFT WAREHOUSE","Active","78944","10/21/2022","ADHUN","SRS Distribution","00078944 - FORKLIFT WAREHOUSE"
"00017392","FORKLIFT WAREHOUSE","Active","17392","07/24/2024","ADLAF","SRS Distribution","00017392 - FORKLIFT WAREHOUSE"
"5V15415W","FORKLIFT WAREHOUSE","Active","D875V15415W","06/09/2022","ADLAF","SRS Distribution","5V15415W - FORKLIFT WAREHOUSE"
"7V12388L","FORKLIFT WAREHOUSE","Disposed","L177V12388L","07/12/2013","ADLAF","SRS Distribution","7V12388L - FORKLIFT WAREHOUSE"
"00063950","FORKLIFT WAREHOUSE","Disposed","63950","06/10/2015","ADLAF","SRS Distribution","00063950 - FORKLIFT WAREHOUSE"
"00077549","FORKLIFT WAREHOUSE","Active","77549","12/29/2020","ADLAF","SRS Distribution","00077549 - FORKLIFT WAREHOUSE"
"5V13228U","FORKLIFT WAREHOUSE","Active","D875V13228U","09/18/2020","ADLAF","SRS Distribution","5V13228U - FORKLIFT WAREHOUSE"
"5V09867S","FORKLIFT WAREHOUSE","Active","D875V09867S","04/12/2018","ADLAF","SRS Distribution","5V09867S - FORKLIFT WAREHOUSE"
"5V12905U","FORKLIFT WAREHOUSE","Active","D875V12905U","10/01/2020","ADLAK","SRS Distribution","5V12905U - FORKLIFT WAREHOUSE"
"7V12608L","FORKLIFT WAREHOUSE","Active","L177V12608L","06/07/2013","ADLAK","SRS Distribution","7V12608L - FORKLIFT WAREHOUSE"
"5V15400W","FORKLIFT WAREHOUSE","Active","D875V15400W","06/20/2022","ADLAK","SRS Distribution","5V15400W - FORKLIFT WAREHOUSE"
"7V05951H","FORKLIFT WAREHOUSE","Disposed","L177V05951H","12/27/2010","ADLAK","SRS Distribution","7V05951H - FORKLIFT WAREHOUSE"
"5V14372V","FORKLIFT WAREHOUSE","Active","D875V14372V","09/13/2021","ADLOX","SRS Distribution","5V14372V - FORKLIFT WAREHOUSE"
"5V14374V","FORKLIFT WAREHOUSE","Active","D875V14374V","10/29/2021","ADLOX","SRS Distribution","5V14374V - FORKLIFT WAREHOUSE"
"5V12962U","FORKLIFT WAREHOUSE","Active","D875V12962U","10/21/2020","ADMOB","SRS Distribution","5V12962U - FORKLIFT WAREHOUSE"
"5V12971U","FORKLIFT WAREHOUSE","Active","D875V12971U","10/21/2020","ADMOB","SRS Distribution","5V12971U - FORKLIFT WAREHOUSE"
"0A454689","FORKLIFT WAREHOUSE","Available","A454689","09/20/2021","ADMRO","SRS Distribution","0A454689 - FORKLIFT WAREHOUSE"
"5V15417W","FORKLIFT WAREHOUSE","Active","D875V15417W","06/24/2022","ADMRO","SRS Distribution","5V15417W - FORKLIFT WAREHOUSE"
"FGA14-1290-03594","FORKLIFT WAREHOUSE","Returned to Rental Company","FGA14-1290-03594","04/05/2024","ADMRO","SRS Distribution","FGA14-1290-03594 - FORKLIFT WAREHOUSE"
"D875V17944X","FORKLIFT WAREHOUSE","Active","D875V17944X","07/19/2024","ADMRO","SRS Distribution","D875V17944X - FORKLIFT WAREHOUSE"
"5V14446V","FORKLIFT WAREHOUSE","Active","D875V14446V","10/10/2022","ADTUP","SRS Distribution","5V14446V - FORKLIFT WAREHOUSE"
"5V12917U","FORKLIFT WAREHOUSE","Active","D875V12917U","08/10/2020","ADTUP","SRS Distribution","5V12917U - FORKLIFT WAREHOUSE"
"U3210160","FORKLIFT WAREHOUSE","Active","508FGU3210160","06/23/2022","AGCHOLB","Heritage Landscape Supply Group","U3210160 - FORKLIFT WAREHOUSE"
"82F10440","FORKLIFT WAREHOUSE","Disposed","AF82F10440","08/19/2016","AGCHOLB","Heritage Landscape Supply Group","82F10440 - FORKLIFT WAREHOUSE"
"029Q1202","FORKLIFT WAREHOUSE","Disposed","CUL02-9Q1202","12/10/2021","AGCHOLB","Heritage Landscape Supply Group","029Q1202 - FORKLIFT WAREHOUSE"
"42314","FORKLIFT WAREHOUSE","Disposed","W42314","12/10/2021","AGCHOLB","Heritage Landscape Supply Group","42314 - FORKLIFT WAREHOUSE"
"0671879A","FORKLIFT WAREHOUSE","Disposed","671879A","12/10/2021","AGCHOLB","Heritage Landscape Supply Group","0671879A - FORKLIFT WAREHOUSE"
"7B45720A","FORKLIFT WAREHOUSE","Disposed","H177B45720A","04/01/2022","AGCWATE","Heritage Landscape Supply Group","7B45720A - FORKLIFT WAREHOUSE"
"7V03018M","FORKLIFT WAREHOUSE","Active","N177V03018M","05/04/2015","AGCWATE","Heritage Landscape Supply Group","7V03018M - FORKLIFT WAREHOUSE"
"93H03961","FORKLIFT WAREHOUSE","Active","H2X393H03961","05/07/2021","AHHOL","SRS Distribution","93H03961 - FORKLIFT WAREHOUSE"
"T9021679","FORKLIFT WAREHOUSE","Auction","AT9021679","05/07/2021","AHHOL","SRS Distribution","T9021679 - FORKLIFT WAREHOUSE"
"00017556","FORKLIFT WAREHOUSE","Active","508FGU32-17556","06/18/2024","AHHOL","SRS Distribution","00017556 - FORKLIFT WAREHOUSE"
"13F32140","FORKLIFT WAREHOUSE","Auction","AT13F32140","05/07/2021","AHHOL","SRS Distribution","13F32140 - FORKLIFT WAREHOUSE"
"00017563","FORKLIFT WAREHOUSE","Active","508FGU32-17563","06/18/2024","AHHOL","SRS Distribution","00017563 - FORKLIFT WAREHOUSE"
"13F30913","FORKLIFT WAREHOUSE","Active","AT13F30913","05/07/2021","AHLOW","SRS Distribution","13F30913 - FORKLIFT WAREHOUSE"
"00017550","FORKLIFT WAREHOUSE","Active","17550","06/14/2024","AHLOW","SRS Distribution","00017550 - FORKLIFT WAREHOUSE"
"5V14460V","FORKLIFT WAREHOUSE","Active","D875V14460V","07/25/2022","AHLOW","SRS Distribution","5V14460V - FORKLIFT WAREHOUSE"
"5V14461V","FORKLIFT WAREHOUSE","Active","D875V14461V","07/25/2022","AHLOW","SRS Distribution","5V14461V - FORKLIFT WAREHOUSE"
"009P6710","FORKLIFT WAREHOUSE","Disposed","9P6710","02/26/2021","AHLOW","SRS Distribution","009P6710 - FORKLIFT WAREHOUSE"
"13P30389","FORKLIFT WAREHOUSE","Disposed","AT13P30389","05/07/2021","AHLOW","SRS Distribution","13P30389 - FORKLIFT WAREHOUSE"
"L0000374","FORKLIFT WAREHOUSE","Active","HHKHHF32HL0000374","05/07/2021","AHLOW","SRS Distribution","L0000374 - FORKLIFT WAREHOUSE"
"508FGU32-12916","FORKLIFT WAREHOUSE","Active","508FGU32-12916","07/11/2023","AHOLA","SRS Distribution","508FGU32-12916 - FORKLIFT WAREHOUSE"
"508FGU32-12927","FORKLIFT WAREHOUSE","Active","508FGU32-12927","07/11/2023","AHOLA","SRS Distribution","508FGU32-12927 - FORKLIFT WAREHOUSE"
"D875V17982X","FORKLIFT WAREHOUSE","Active","D875V17982X","03/19/2024","AHPEV","SRS Distribution","D875V17982X - FORKLIFT WAREHOUSE"
"7V03766C","FORKLIFT WAREHOUSE","Disposed","F187V03766C","05/07/2021","AHPEV","SRS Distribution","7V03766C - FORKLIFT WAREHOUSE"
"000017431","FORKLIFT WAREHOUSE","Storm","17431","05/08/2024","AHPEV","SRS Distribution","000017431 - FORKLIFT WAREHOUSE"
"D875V17981X","FORKLIFT WAREHOUSE","Active","D875V17981X","03/19/2024","AHPEV","SRS Distribution","D875V17981X - FORKLIFT WAREHOUSE"
"F29U2089","FORKLIFT WAREHOUSE","Disposed","AP1F2-9U2089","05/07/2021","AHPEV","SRS Distribution","F29U2089 - FORKLIFT WAREHOUSE"
"7B05793D","FORKLIFT WAREHOUSE","Disposed","L177B05793D","05/07/2021","AHPEV","SRS Distribution","7B05793D - FORKLIFT WAREHOUSE"
"7V25905M","FORKLIFT WAREHOUSE","Disposed","F187V25905M","05/07/2021","AHPEV","SRS Distribution","7V25905M - FORKLIFT WAREHOUSE"
"00017483","FORKLIFT WAREHOUSE","Active","17483","05/07/2024","AHSTP","SRS Distribution","00017483 - FORKLIFT WAREHOUSE"
"7V10738K","FORKLIFT WAREHOUSE","Active","L177V10738K","05/07/2021","AHSTP","SRS Distribution","7V10738K - FORKLIFT WAREHOUSE"
"7V16599V","FORKLIFT WAREHOUSE","Active","P177V16599V","05/07/2021","AHSTP","SRS Distribution","7V16599V - FORKLIFT WAREHOUSE"
"F29U2083","FORKLIFT WAREHOUSE","Active","AP1F2-9U2083","05/07/2021","AHSTP","SRS Distribution","F29U2083 - FORKLIFT WAREHOUSE"
"00017481","FORKLIFT WAREHOUSE","Active","508FGU32-17481","05/07/2024","AHSTP","SRS Distribution","00017481 - FORKLIFT WAREHOUSE"
"7V03512C","FORKLIFT WAREHOUSE","Disposed","F177V03512C","05/07/2021","AHSTP","SRS Distribution","7V03512C - FORKLIFT WAREHOUSE"
"L0000344","FORKLIFT WAREHOUSE","Active","HHKHHF32EL0000344","05/07/2021","AHSTP","SRS Distribution","L0000344 - FORKLIFT WAREHOUSE"
"5V12953U","FORKLIFT WAREHOUSE","Active","D875V12953U","08/24/2020","ALLLH","SRS Distribution","5V12953U - FORKLIFT WAREHOUSE"
"5V12952U","FORKLIFT WAREHOUSE","Active","D875V12952U","08/24/2020","ALLLH","SRS Distribution","5V12952U - FORKLIFT WAREHOUSE"
"5V12955U","FORKLIFT WAREHOUSE","Active","D875V12955U","09/28/2020","ALLSA","SRS Distribution","5V12955U - FORKLIFT WAREHOUSE"
"5V12954U","FORKLIFT WAREHOUSE","Active","D875V12954U","09/28/2020","ALLSA","SRS Distribution","5V12954U - FORKLIFT WAREHOUSE"
"5V12960U","FORKLIFT WAREHOUSE","Active","D875V12960U","08/24/2020","ALLSJ","SRS Distribution","5V12960U - FORKLIFT WAREHOUSE"
"5V12957U","FORKLIFT WAREHOUSE","Active","D875V12957U","08/24/2020","ALLSJ","SRS Distribution","5V12957U - FORKLIFT WAREHOUSE"
"5V12959U","FORKLIFT WAREHOUSE","Active","D875V12959U","08/24/2020","ALLSJ","SRS Distribution","5V12959U - FORKLIFT WAREHOUSE"
"5V12956U","FORKLIFT WAREHOUSE","Active","D875V12956U","08/25/2020","ALLSJ","SRS Distribution","5V12956U - FORKLIFT WAREHOUSE"
"140638","FORKLIFT WAREHOUSE","Active","140638","06/17/2024","ALRKA","SRS Distribution","140638 - FORKLIFT WAREHOUSE"
"00099999","FORKLIFT WAREHOUSE","Active","99999","09/10/2021","ALRKA","SRS Distribution","00099999 - FORKLIFT WAREHOUSE"
"29U20540","FORKLIFT WAREHOUSE","Active","AP1F2-9U20540","09/10/2021","ALRKA","SRS Distribution","29U20540 - FORKLIFT WAREHOUSE"
"F29M1054","FORKLIFT WAREHOUSE","Active","UG1F2-9M1054","09/10/2021","ALRKA","SRS Distribution","F29M1054 - FORKLIFT WAREHOUSE"
"J0000442","FORKLIFT WAREHOUSE","Active","HHKHFV28LJ0000442","09/10/2021","ALRKA","SRS Distribution","J0000442 - FORKLIFT WAREHOUSE"
"00912060","FORKLIFT WAREHOUSE","Active","DG1F4-912060","09/10/2021","ALRKA","SRS Distribution","00912060 - FORKLIFT WAREHOUSE"
"S2510589","FORKLIFT WAREHOUSE","Active","TS2510589","09/10/2021","ALRKA","SRS Distribution","S2510589 - FORKLIFT WAREHOUSE"
"508FGU32-12990","FORKLIFT WAREHOUSE","Active","508FGU32-12990","12/07/2023","AMALB","SRS Distribution","508FGU32-12990 - FORKLIFT WAREHOUSE"
"508FGU32-12985","FORKLIFT WAREHOUSE","Active","508FGU32-12985","12/07/2023","AMALB","SRS Distribution","508FGU32-12985 - FORKLIFT WAREHOUSE"
"AF13G20629","FORKLIFT WAREHOUSE","Active","AF13G20629","05/09/2024","AMCRO","SRS Distribution","AF13G20629 - FORKLIFT WAREHOUSE"
"13G20606","FORKLIFT WAREHOUSE","Active","AF13G20606","05/09/2024","AMCRO","SRS Distribution","13G20606 - FORKLIFT WAREHOUSE"
"5V12886U","FORKLIFT WAREHOUSE","Active","D875V12886U","10/30/2020","AMDEN","SRS Distribution","5V12886U - FORKLIFT WAREHOUSE"
"D875V17957X","FORKLIFT WAREHOUSE","On Order","D875V17957X","","AMDEN","SRS Distribution","D875V17957X - FORKLIFT WAREHOUSE"
"35A03426","FORKLIFT WAREHOUSE","Active","AT35A03426","03/16/2018","AMDEN","SRS Distribution","35A03426 - FORKLIFT WAREHOUSE"
"00012944","FORKLIFT WAREHOUSE","Active","508FGU32-12944","07/26/2023","AMDEN","SRS Distribution","00012944 - FORKLIFT WAREHOUSE"
"35A03425","FORKLIFT WAREHOUSE","Active","AT35A03425","03/16/2018","AMDEN","SRS Distribution","35A03425 - FORKLIFT WAREHOUSE"
"D875V17956X","FORKLIFT WAREHOUSE","On Order","D875V17956X","","AMDEN","SRS Distribution","D875V17956X - FORKLIFT WAREHOUSE"
"09J20505","FORKLIFT WAREHOUSE","Active","9J20505","03/16/2018","AMDEN","SRS Distribution","09J20505 - FORKLIFT WAREHOUSE"
"5V12969U","FORKLIFT WAREHOUSE","Active","D875V12969U","01/11/2021","AMDEN","SRS Distribution","5V12969U - FORKLIFT WAREHOUSE"
"35A03424","FORKLIFT WAREHOUSE","Active","AT35A03424","03/16/2018","AMDEN","SRS Distribution","35A03424 - FORKLIFT WAREHOUSE"
"00071982","FORKLIFT WAREHOUSE","Active","71982","02/27/2019","AMDEN","SRS Distribution","00071982 - FORKLIFT WAREHOUSE"
"5V12968U","FORKLIFT WAREHOUSE","Active","D875V12968U","01/11/2021","AMDEN","SRS Distribution","5V12968U - FORKLIFT WAREHOUSE"
"508FGU32-16700","FORKLIFT WAREHOUSE","Active","508FGU32-16700","07/02/2024","AMEAG","SRS Distribution","508FGU32-16700 - FORKLIFT WAREHOUSE"
"00016685","FORKLIFT WAREHOUSE","Active","16685","07/02/2024","AMEAG","SRS Distribution","00016685 - FORKLIFT WAREHOUSE"
"00016703","FORKLIFT WAREHOUSE","Active","16703","07/02/2024","AMEAG","SRS Distribution","00016703 - FORKLIFT WAREHOUSE"
"00077514","FORKLIFT WAREHOUSE","Active","77514","03/18/2020","AMGJU","SRS Distribution","00077514 - FORKLIFT WAREHOUSE"
"00077531","FORKLIFT WAREHOUSE","Active","77531","03/18/2020","AMGJU","SRS Distribution","00077531 - FORKLIFT WAREHOUSE"
"5V15336W","FORKLIFT WAREHOUSE","Active","D875V15336W","10/19/2022","AMIND","SRS Distribution","5V15336W - FORKLIFT WAREHOUSE"
"5V15337W","FORKLIFT WAREHOUSE","Active","D875V15337W","10/19/2022","AMIND","SRS Distribution","5V15337W - FORKLIFT WAREHOUSE"
"AF13G20694","FORKLIFT WAREHOUSE","Active","AF13G20694","06/04/2024","AMPRE","SRS Distribution","AF13G20694 - FORKLIFT WAREHOUSE"
"AF13G20705","FORKLIFT WAREHOUSE","Active","AF13G20705","05/28/2024","AMPRE","SRS Distribution","AF13G20705 - FORKLIFT WAREHOUSE"
